   1.2833333e+01   3.0900000e+01   1.7520000e+02
   1.3000000e+01   3.0900000e+01   1.7550000e+02
   1.3166667e+01   3.0000000e+01   1.7590000e+02
   1.3333333e+01   3.0500000e+01   1.7490000e+02
   1.3500000e+01   3.0500000e+01   1.7340000e+02
   1.3666667e+01   3.0100000e+01   1.7190000e+02
   1.3833333e+01   3.1500000e+01   1.7180000e+02
   1.4000000e+01   3.0700000e+01   1.7190000e+02
   1.4166667e+01   2.9200000e+01   1.6820000e+02
   1.4333333e+01   3.1200000e+01   1.6770000e+02
   1.4500000e+01   3.1900000e+01   1.6970000e+02
   1.4666667e+01   3.1300000e+01   1.7140000e+02
   1.4833333e+01   3.1300000e+01   1.7500000e+02
   1.5000000e+01   3.1500000e+01   1.7470000e+02
   1.5166667e+01   3.1800000e+01   1.7430000e+02
   1.5333333e+01   3.1500000e+01   1.7460000e+02
   1.5500000e+01   3.2800000e+01   1.7610000e+02
   1.5666667e+01   3.2700000e+01   1.7710000e+02
   1.5833333e+01   3.1000000e+01   1.7970000e+02
   1.6000000e+01   3.0100000e+01   1.8010000e+02
   1.6166667e+01   3.0000000e+01   1.7880000e+02
   1.6333333e+01   2.9200000e+01   1.7930000e+02
   1.6500000e+01   2.9900000e+01   1.7890000e+02
   1.6666667e+01   3.0300000e+01   1.7940000e+02
   1.6833333e+01   3.0700000e+01   1.7930000e+02
   1.7000000e+01   3.0600000e+01   1.8020000e+02
   1.7166667e+01   3.0300000e+01   1.7970000e+02
   1.7333333e+01   3.1100000e+01   1.7920000e+02
   1.7500000e+01   2.8900000e+01   1.8200000e+02
   1.7666667e+01   3.0300000e+01   1.8100000e+02
   1.7833333e+01   2.9900000e+01   1.7940000e+02
   1.8000000e+01   3.0800000e+01   1.7920000e+02
   1.8166667e+01   2.9500000e+01   1.7950000e+02
   1.8333333e+01   3.0600000e+01   1.7900000e+02
   1.8500000e+01   3.0800000e+01   1.7880000e+02
   1.8666667e+01   3.0900000e+01   1.8070000e+02
   1.8833333e+01   3.0700000e+01   1.8040000e+02
   1.9000000e+01   3.0700000e+01   1.7990000e+02
   1.9166667e+01   2.9400000e+01   1.8020000e+02
   1.9333333e+01   2.9100000e+01   1.7990000e+02
   1.9500000e+01   3.0600000e+01   1.8040000e+02
   1.9666667e+01   3.0100000e+01   1.8110000e+02
   1.9833333e+01   3.0000000e+01   1.8130000e+02
   2.0000000e+01   2.9300000e+01   1.8300000e+02
   2.0166667e+01   3.0500000e+01   1.8390000e+02
   2.0333333e+01   3.0800000e+01   1.8470000e+02
   2.0500000e+01   2.9600000e+01   1.8530000e+02
   2.0666667e+01   2.8800000e+01   1.8600000e+02
   2.0833333e+01   2.9100000e+01   1.8640000e+02
   2.1000000e+01   2.9800000e+01   1.8570000e+02
   2.1166667e+01   2.8700000e+01   1.8750000e+02
   2.1333333e+01   2.8700000e+01   1.8640000e+02
   2.1500000e+01   2.9300000e+01   1.8610000e+02
   2.1666667e+01   2.8500000e+01   1.8800000e+02
   2.1833333e+01   2.7200000e+01   1.9140000e+02
   2.2000000e+01   2.8100000e+01   1.9130000e+02
   2.2166667e+01   2.7000000e+01   1.9330000e+02
   2.2333333e+01   2.6300000e+01   1.9900000e+02
   2.2500000e+01   2.6100000e+01   2.0270000e+02
   2.2666667e+01   2.4000000e+01   2.1240000e+02
   2.2833333e+01   2.4000000e+01   2.1840000e+02
   2.3000000e+01   2.1600000e+01   2.1300000e+02
   2.3166667e+01   1.8800000e+01   2.0440000e+02
   2.3333333e+01   1.7700000e+01   1.9810000e+02
   2.3500000e+01   1.8500000e+01   1.9840000e+02
   2.3666667e+01   1.9600000e+01   1.9660000e+02
   2.3833333e+01   1.9200000e+01   1.9410000e+02
